price,bedrooms,bathrooms,sqft_living,floors,view,sqft_above,sqft_basement,street,city,statezip
400000.0,4.0,2.5,3630,1.5,0,2300,1330,5172-5198 Heather Ave SE,Auburn,WA 98092
604000.0,3.0,2.5,3240,2.0,2,3240,0,30822 36th Ct SW,Federal Way,WA 98023
440000.0,2.0,1.0,800,1.0,0,800,0,4801-4899 6th Ave NW,Seattle,WA 98107
287200.0,3.0,3.0,1850,1.0,0,1090,760,23017 SE 281st Ct,Maple Valley,WA 98038
403000.0,3.0,2.0,1960,1.0,2,1650,310,17825 4th Ave SW,Normandy Park,WA 98166
750000.0,3.0,2.5,2390,1.0,2,1440,950,3628 59th Ave SW,Seattle,WA 98116
335000.0,3.0,2.25,1580,1.0,0,1580,0,4460 332nd Ave SE,Fall City,WA 98024
260000.0,4.0,2.0,1480,1.0,0,1480,0,2019 Aberdeen Pl SE,Renton,WA 98055
308500.0,2.0,1.0,850,1.0,0,850,0,121 NE 147th St,Shoreline,WA 98155
439950.0,3.0,2.5,1770,2.0,0,1770,0,4458 51st Ave SW,Seattle,WA 98116
235000.0,2.0,1.0,1210,1.0,0,1210,0,7542 21st Ave SW,Seattle,WA 98106
315000.0,3.0,1.0,1160,1.0,0,1160,0,15804 198th Pl NE,Woodinville,WA 98077
437500.0,3.0,2.25,1970,2.0,0,1970,0,26069 SE 154th St,Issaquah,WA 98027
407500.0,3.0,2.5,1930,2.0,0,1930,0,4314 NE 6th Pl,Renton,WA 98059
445700.0,3.0,2.5,1270,3.0,0,1270,0,2640 NW 56th St,Seattle,WA 98107
838000.0,4.0,2.5,3310,2.0,0,3310,0,15712 NE 136th Pl,Redmond,WA 98052
630000.0,4.0,2.75,2710,2.0,0,2710,0,26429 SE 154th Pl,Issaquah,WA 98027
550000.0,3.0,1.75,2910,1.5,0,2910,0,3923 229th Pl SE,Sammamish,WA 98075
805000.0,3.0,2.0,2710,1.5,0,1880,830,6222 30th Ave NE,Seattle,WA 98115
284000.0,3.0,1.75,1800,1.0,0,1800,0,32418 NE 50th St,Carnation,WA 98014
470000.0,5.0,2.5,2210,1.0,0,1460,750,19334 89th Ave NE,Bothell,WA 98011
430000.0,4.0,1.5,1920,1.0,0,1070,850,4071 156th Ave SE,Bellevue,WA 98006
491500.0,4.0,1.75,2190,1.0,2,2190,0,36850 204th Ave SE,Auburn,WA 98092
785000.0,5.0,3.25,3660,2.0,2,3660,0,7425 Snowberry Ave SE,Snoqualmie,WA 98065
385000.0,3.0,3.25,1320,2.0,0,1040,280,3400 21st Ave W,Seattle,WA 98199
295000.0,2.0,2.5,1630,2.0,0,1280,350,5944-6082 Delridge Way SW,Seattle,WA 98106
555000.0,4.0,2.5,3310,2.0,0,3310,0,35229 SE Terrace St,Snoqualmie,WA 98065
459990.0,3.0,2.5,2680,2.0,0,2680,0,13800 453rd Ave SE,North Bend,WA 98045
625000.0,4.0,3.25,2730,1.0,0,1560,1170,9927 174th Ave SE,Renton,WA 98059
300000.0,3.0,2.5,2540,2.0,0,2540,0,29734 215th Terrace SE,Kent,WA 98042
625000.0,4.0,2.75,2920,2.0,0,2920,0,5608 NE 5th Cir,Renton,WA 98059
553000.0,2.0,1.0,900,1.0,0,900,0,8053 29th Ave NW,Seattle,WA 98117
379880.0,3.0,2.5,1650,1.0,0,1130,520,13256 242nd Pl SE,Issaquah,WA 98027
310000.0,3.0,1.0,1010,1.0,0,1010,0,7528 N Fork Rd SE,Snoqualmie,WA 98065
775000.0,2.0,2.5,2680,1.0,0,2680,0,13134 234th Ct NE,Redmond,WA 98053
365000.0,3.0,2.5,2200,1.0,0,1570,630,13420 SE 182nd St,Renton,WA 98058
331950.0,4.0,2.5,2530,2.0,2,2010,520,925 48th Ct,Auburn,WA 98092
783500.0,3.0,2.5,2850,2.0,0,1990,860,151 Euclid Ave,Seattle,WA 98122
628000.0,4.0,2.0,2280,1.0,0,1140,1140,205-206 Euclid Ave,Seattle,WA 98122
560000.0,3.0,2.5,1900,2.0,0,1900,0,22314 NE 11th Pl,Sammamish,WA 98074
900000.0,3.0,1.0,1330,1.0,0,1330,0,13615 NE 100th St,Kirkland,WA 98033
531000.0,2.0,3.0,1270,2.0,0,1110,160,1411 N 48th St,Seattle,WA 98103
831000.0,4.0,3.0,2170,2.0,0,1610,560,120 31st Ave E,Seattle,WA 98112
780000.0,4.0,2.5,2730,2.0,2,2730,0,23140 NE 14th Ct,Sammamish,WA 98074
755000.0,4.0,2.5,2120,1.0,0,1620,500,12645 SE 27th St,Bellevue,WA 98005
705380.0,3.0,2.5,2490,2.0,0,2490,0,3187 NE Larkspur Ln,Issaquah,WA 98029
627000.0,4.0,2.25,1990,1.0,0,1210,780,18915 SE 42nd Pl,Issaquah,WA 98027
865000.0,4.0,3.0,3690,2.0,0,3690,0,1765 267th Ct SE,Sammamish,WA 98075
580000.0,2.0,1.0,2540,1.0,0,1320,1220,8624 Island Dr S,Seattle,WA 98118
410000.0,3.0,2.25,1800,1.0,0,1360,440,24502 SE Mirrormont Dr,Issaquah,WA 98027
485000.0,4.0,3.0,2340,1.0,0,1340,1000,14319 85th Pl NE,Kirkland,WA 98034
400000.0,2.0,1.75,2110,1.0,0,2110,0,2120 NE 168th St,Shoreline,WA 98155
549000.0,2.0,1.0,1140,1.0,0,1140,0,209 30th Ave E,Seattle,WA 98112
620000.0,3.0,1.75,1480,2.5,0,1480,0,10512 128th Ave NE,Kirkland,WA 98033
405000.0,2.0,3.0,1410,2.0,0,1140,270,9126 45th Ave SW,Seattle,WA 98136
232000.0,2.0,1.0,1200,1.0,0,1200,0,20220 8th Ave S,Des Moines,WA 98198
800866.0,5.0,2.5,3180,2.0,0,3180,0,11821 NE 48th Pl,Kirkland,WA 98033
650000.0,3.0,1.5,2160,1.0,2,1400,760,13026 10th Ave NW,Seattle,WA 98177
823000.0,6.0,1.75,2920,2.5,0,2780,140,125 29th Ave,Seattle,WA 98122
770000.0,3.0,2.0,2350,1.5,0,1810,540,2171 Boyer Ave E,Seattle,WA 98112
524000.0,3.0,1.75,1560,1.0,0,780,780,3434 33rd Ave W,Seattle,WA 98199
541125.0,5.0,2.75,2740,1.0,0,1370,1370,5211 116th Pl SE,Bellevue,WA 98006
670000.0,3.0,2.5,1680,3.0,0,1680,0,3503 NE 44th St,Seattle,WA 98105
384900.0,5.0,2.5,3090,1.0,0,1750,1340,114 SW 292nd St,Federal Way,WA 98023
406100.0,3.0,2.25,1410,3.0,0,1410,0,8536 Interlake Ave N,Seattle,WA 98103
1395000.0,5.0,3.5,4010,2.0,1,2850,1160,3930 NE Belvoir Pl,Seattle,WA 98105
570000.0,3.0,2.25,2010,1.0,0,1330,680,10204 168th Pl NE,Redmond,WA 98052
787000.0,3.0,1.75,1330,1.0,0,1330,0,218 109th Ave SE,Bellevue,WA 98004
328000.0,4.0,2.5,2370,2.0,0,2370,0,12621 SE 300th Way,Auburn,WA 98092
435000.0,5.0,2.0,1840,1.0,0,1540,300,14013 Ashworth Ave N,Seattle,WA 98133
499000.0,4.0,2.5,2910,2.0,0,2910,0,34010 SE Sorenson St,Snoqualmie,WA 98065
501000.0,4.0,1.0,2070,1.0,0,1160,910,2506 166th Ave NE,Bellevue,WA 98008
1090000.0,4.0,2.5,4340,2.5,0,4340,0,8814 218th Ave NE,Redmond,WA 98053
400000.0,2.0,1.0,840,1.0,0,840,0,4515 SW Trenton St,Seattle,WA 98136
220000.0,4.0,1.5,1240,1.0,0,1240,0,4924 SW 314th Pl,Federal Way,WA 98023
657100.0,4.0,1.0,1390,1.0,0,1050,340,4312 Woodlawn Ave N,Seattle,WA 98103
309950.0,4.0,2.75,2310,2.0,0,2310,0,22912 SE 268th Pl,Maple Valley,WA 98038
300000.0,3.0,2.0,1050,1.0,0,1050,0,27106 NE Miller St,Duvall,WA 98019
525888.0,5.0,1.75,2550,1.0,0,1810,740,13129 195th Pl SE,Issaquah,WA 98027
740000.0,4.0,1.75,2010,1.5,0,2010,0,1014 W Garfield St,Seattle,WA 98119
340000.0,5.0,1.0,1120,1.5,0,1120,0,14150 75th Ave NE,Kirkland,WA 98034
398750.0,3.0,2.5,2230,2.0,0,2230,0,2601 21st Ave S,Seattle,WA 98144
206000.0,2.0,1.0,810,1.0,0,810,0,12807 7th Ave S,Burien,WA 98168
600000.0,3.0,1.75,1670,1.0,0,1670,0,1804 E Beaver Lake Dr SE,Sammamish,WA 98075
379950.0,4.0,1.75,1970,1.0,0,1140,830,1701 N 204th Pl,Shoreline,WA 98133
287000.0,3.0,1.0,1450,1.0,0,1450,0,8681 Beacon Ave S,Seattle,WA 98118
309950.0,3.0,2.5,1880,2.0,0,1880,0,17717 113th Pl SE,Renton,WA 98055
600000.0,3.0,1.75,1880,1.0,0,1040,840,8040 39th Ave NE,Seattle,WA 98115
418000.0,3.0,2.0,1410,1.5,0,1410,0,901 N 97th St,Seattle,WA 98103
449250.0,4.0,2.0,1480,1.5,0,1480,0,519 N 104th St,Seattle,WA 98133
329950.0,2.0,1.0,1140,1.5,0,1140,0,14017 Roslyn Pl N,Seattle,WA 98133
245000.0,3.0,1.75,1920,1.0,0,1000,920,30001-30021 55th Pl S,Auburn,WA 98001
549000.0,4.0,2.5,2910,2.0,0,2910,0,16026 SE 137th Terrace,Renton,WA 98059
800000.0,3.0,2.5,3240,2.0,0,3240,0,22721-22727 SE 27th St,Sammamish,WA 98075
249950.0,3.0,2.0,1550,1.0,0,1550,0,18027 SE 128th St,Renton,WA 98059
210000.0,5.0,2.0,2050,1.0,0,1430,620,20927-20999 2nd Ave S,Des Moines,WA 98198
1425000.0,2.0,2.5,2220,2.0,0,2220,0,1857 41st Ave E,Seattle,WA 98112
585000.0,2.0,1.0,1770,1.5,0,1520,250,353 NW 88th St,Seattle,WA 98117
615000.0,4.0,1.75,2300,1.0,0,1960,340,18427 NE 26th Way,Redmond,WA 98052
618500.0,3.0,2.0,1800,1.0,0,1080,720,2803 NE 62nd St,Seattle,WA 98115
487585.0,4.0,1.75,2010,1.0,0,1470,540,13313 127th Pl NE,Kirkland,WA 98034
509900.0,3.0,2.5,1790,2.0,0,1790,0,4532 185th Ave SE,Issaquah,WA 98027
631625.0,4.0,2.5,2440,2.0,0,2440,0,9288-9358 Holman Rd NW,Seattle,WA 98117
555000.0,3.0,2.5,1940,2.0,0,1940,0,4509 185th Ave SE,Issaquah,WA 98027
340000.0,2.0,1.5,1160,2.0,0,1160,0,1318 29th Ave S,Seattle,WA 98144
830000.0,4.0,2.5,3400,2.0,0,3400,0,12001 173rd Pl NE,Redmond,WA 98052
890000.0,4.0,4.25,4420,2.0,0,3410,1010,842 Summerhill Ridge Dr NW,Issaquah,WA 98027
366750.0,3.0,3.0,1571,3.0,0,1571,0,14359 19th Ave NE,Seattle,WA 98125
415000.0,3.0,2.25,1620,2.5,0,1540,80,935 4th Ave NE,Issaquah,WA 98029
416286.0,3.0,2.5,1408,3.0,0,1408,0,7809 12th Ave NE,Seattle,WA 98115
478000.0,3.0,2.5,3040,2.0,0,3040,0,2027 Ferndale Ave NE,Renton,WA 98056
890000.0,5.0,3.5,4490,2.0,0,3200,1290,792 Summerhill Ridge Dr NW,Issaquah,WA 98027
419190.0,2.0,2.5,1590,2.0,0,1590,0,1273 NE Hickory Ln,Issaquah,WA 98029
712198.0,4.0,2.5,2450,2.0,0,2450,0,17122 NE 117th St,Redmond,WA 98052
397000.0,4.0,2.0,1440,1.0,0,1200,240,10601 NE 138th Pl,Kirkland,WA 98034
450000.0,2.0,2.0,1100,1.5,0,1100,0,412 NW 70th St,Seattle,WA 98117
353000.0,3.0,1.0,1350,1.0,0,860,490,11051 35th Ave NE,Seattle,WA 98125
609000.0,4.0,2.5,2150,2.0,0,2150,0,18114 NE 136th St,Redmond,WA 98052
234000.0,3.0,1.75,1490,1.0,0,1010,480,25305 151st Pl SE,Covington,WA 98042
561000.0,3.0,2.0,2000,2.0,0,2000,0,6422 Marshall Ave SW,Seattle,WA 98136
469000.0,2.0,1.0,1030,1.0,0,1030,0,310 NW 72nd St,Seattle,WA 98117
329350.0,2.0,1.0,720,1.0,0,720,0,9712 4th Ave NW,Seattle,WA 98117
488000.0,5.0,2.0,2020,1.5,0,2020,0,9020-9024 11th Ave NW,Seattle,WA 98117
279900.0,3.0,1.75,1580,1.0,1,1100,480,1629 S 261st Pl,Des Moines,WA 98198
606000.0,4.0,2.5,2110,2.0,0,2110,0,2755 NW Pine Cone Dr,Issaquah,WA 98027
312000.0,4.0,2.0,1300,1.0,0,1300,0,2815 SW 107th St,Seattle,WA 98146
650000.0,3.0,1.5,1630,1.0,1,1160,470,6009 52nd Ave NE,Seattle,WA 98115
325000.0,4.0,2.5,1890,1.0,0,980,910,5631 17th Ave SW,Seattle,WA 98106
425000.0,4.0,2.0,1520,1.0,0,1520,0,14876 Juanita Woodinville Way NE,Inglewood-Finn Hill,WA 98034
219000.0,2.0,1.0,900,1.0,0,900,0,8652 17th Ave SW,Seattle,WA 98106
250000.0,3.0,1.0,1050,1.0,0,1050,0,18305 Dayton Ave N,Shoreline,WA 98133
390000.0,3.0,1.75,1260,1.0,0,1260,0,1415 168th Ave NE,Bellevue,WA 98008
475000.0,6.0,3.0,3470,1.5,0,3470,0,19007 80th Ave NE,Kenmore,WA 98028
736000.0,4.0,2.5,2290,2.0,0,2290,0,17435 SE 47th St,Bellevue,WA 98006
407000.0,4.0,2.25,2810,1.0,1,1710,1100,23024-23198 17th Ave S,Des Moines,WA 98198
272000.0,3.0,2.5,1650,2.0,0,1650,0,32000-32072 NE 55th St,Carnation,WA 98014
362000.0,3.0,2.25,1640,1.0,0,1140,500,17253 Ambaum Blvd S,Burien,WA 98148
535000.0,3.0,2.5,1850,2.0,0,1850,0,8409 NE 129th Pl,Kirkland,WA 98034
284000.0,4.0,2.5,2000,2.0,0,2000,0,25434 160th Ave SE,Kent,WA 98042
367500.0,3.0,1.5,1410,1.0,0,1410,0,18048 3rd Ave NW,Shoreline,WA 98177
379900.0,4.0,1.75,1500,1.0,0,1000,500,15007 75th Ave NE,Kenmore,WA 98028
520000.0,3.0,2.5,2460,2.0,0,2460,0,5424 NE 10th St,Renton,WA 98059
175000.0,3.0,1.0,1010,1.0,0,1010,0,207 NW 5th St,Renton,WA 98057
460000.0,2.0,2.25,1230,2.0,0,1020,210,100 24th Ave E,Seattle,WA 98112
345000.0,4.0,2.5,2331,2.0,0,2331,0,11853 SE 176th Ct,Renton,WA 98058
455000.0,5.0,2.5,2240,1.0,0,1340,900,12633 NE 133rd Pl,Kirkland,WA 98034
610000.0,4.0,3.0,2450,1.0,0,1580,870,15607 SE 42nd Ct,Bellevue,WA 98006
563000.0,4.0,3.0,3100,2.0,0,2400,700,7422 NE 163rd St,Kenmore,WA 98028
612500.0,4.0,2.0,2060,1.0,0,1030,1030,1708 NW 96th St,Seattle,WA 98117
218000.0,3.0,1.75,1850,1.0,0,1320,530,33945 28th Pl SW,Federal Way,WA 98023
404000.0,4.0,1.75,1840,1.0,0,960,880,16020 SE 2nd St,Bellevue,WA 98008
860000.0,4.0,2.0,3740,2.0,0,3740,0,24507 NE 77th Pl,Redmond,WA 98053
136500.0,3.0,1.5,1420,1.0,0,1420,0,32827 22nd Ave SW,Federal Way,WA 98023
313950.0,3.0,1.0,1510,1.0,0,860,650,415 NE 94th St,Seattle,WA 98115
575000.0,3.0,1.75,2130,1.0,2,1170,960,2214 W Halladay St,Seattle,WA 98199
1225000.0,4.0,2.25,3490,2.0,0,2280,1210,2560 39th Ave W,Seattle,WA 98199
280000.0,3.0,1.75,1630,1.0,0,1630,0,12525 458th Ave SE,North Bend,WA 98045
515000.0,3.0,2.5,1790,2.0,0,1790,0,920 221st Ave NE,Sammamish,WA 98074
513000.0,4.0,2.5,2000,2.0,0,2000,0,9041 NE 160th Pl,Kenmore,WA 98028
599000.0,4.0,2.25,2260,2.0,0,1400,860,16022 SE 43rd St,Bellevue,WA 98006
685000.0,4.0,2.5,3030,2.0,0,3030,0,24201 SE 1st Pl,Sammamish,WA 98074
365000.0,3.0,1.5,1310,1.0,0,1310,0,13714 Ashworth Ave N,Seattle,WA 98133
762300.0,4.0,2.5,3880,2.0,0,3880,0,22344 NE 31st St,Sammamish,WA 98074
1580000.0,4.0,3.25,3760,1.5,0,2400,1360,5650 NE 55th St,Seattle,WA 98105
562000.0,5.0,2.25,3040,2.0,0,3040,0,17649 NE 129th Pl,Redmond,WA 98052
530000.0,5.0,2.5,2910,1.0,0,1690,1220,3250 165th Ave SE,Bellevue,WA 98008
525000.0,3.0,2.5,2970,1.0,0,1770,1200,21603 NE 29th St,Sammamish,WA 98074
484000.0,2.0,1.75,1660,1.0,0,1160,500,4711 University View Pl NE,Seattle,WA 98105
725126.0,4.0,2.5,3200,2.0,0,3200,0,14707 SE 84th St,Newcastle,WA 98059
360000.0,4.0,2.0,2680,1.0,0,2680,0,31607-31633 44th Ave S,Auburn,WA 98001
387000.0,3.0,1.0,1230,1.0,0,1230,0,12116 SE 71st Pl,Newcastle,WA 98056
483500.0,4.0,2.5,2740,2.0,0,2740,0,15418 216th Ave NE,Woodinville,WA 98077
655500.0,4.0,3.5,3380,2.0,0,3380,0,1703 NW 200th Ln,Shoreline,WA 98177
345000.0,3.0,1.0,1110,1.0,0,1110,0,3230 NE 95th St,Seattle,WA 98115
533000.0,5.0,2.75,1800,1.5,0,1400,400,7434 Winona Ave N,Seattle,WA 98103
385000.0,3.0,1.75,1900,1.0,0,1280,620,5215 32nd Ave S,Seattle,WA 98118
675000.0,2.0,1.0,930,1.0,2,930,0,4206 SE Newport Way,Bellevue,WA 98006
197000.0,3.0,1.75,1690,1.0,0,1060,630,30020 43rd Pl S,Auburn,WA 98001
485000.0,3.0,2.0,1420,1.5,0,1420,0,720 N 80th St,Seattle,WA 98103
295000.0,3.0,2.25,1980,1.0,0,1560,420,31966 36th Ave SW,Federal Way,WA 98023
499000.0,2.0,1.75,1170,1.0,0,740,430,2112 N 50th St,Seattle,WA 98103
1050000.0,3.0,2.5,2200,2.0,0,1610,590,2516 Yale Ave E,Seattle,WA 98102
191000.0,3.0,1.5,800,1.0,0,800,0,1003 SW 307th St,Federal Way,WA 98023
500000.0,3.0,2.5,1480,3.0,0,1480,0,135 25th Ave E,Seattle,WA 98112
390000.0,5.0,3.75,2890,1.0,0,1310,1580,3665 Renton Ave S,Seattle,WA 98144
979000.0,3.0,2.5,2690,3.0,0,2690,0,7000 23rd Ave NW,Seattle,WA 98117
580000.0,4.0,3.25,3569,2.0,0,3569,0,710 S 23rd St,Renton,WA 98055
369950.0,3.0,2.0,1270,3.0,0,1270,0,8846 Midvale Ave N,Seattle,WA 98103
776000.0,4.0,2.5,3040,2.0,0,3040,0,16775 NE 86th Ct,Redmond,WA 98052
519950.0,3.0,2.25,1170,3.0,0,1170,0,1749 NW 60th St,Seattle,WA 98107
255000.0,5.0,2.25,2060,1.0,0,1030,1030,105 SW 129th St,Burien,WA 98146
495000.0,3.0,1.0,990,1.0,0,990,0,5628 NE 59th St,Seattle,WA 98105
510000.0,4.0,2.5,2430,2.0,0,2430,0,1028 NE 153rd Ct,Shoreline,WA 98155
253000.0,3.0,1.75,1250,1.0,0,1250,0,25502 Kanasket Dr,Black Diamond,WA 98010
503000.0,3.0,2.75,1540,1.0,0,1210,330,9626 NE 129th Pl,Kirkland,WA 98034
275000.0,3.0,2.5,1600,2.0,0,1600,0,21326 SE 277th Pl,Maple Valley,WA 98038
249000.0,3.0,1.0,1110,1.0,0,1110,0,14613 6th Ave SW,Burien,WA 98166
310000.0,3.0,1.75,1840,1.0,0,1220,620,19313 140th Pl SE,Renton,WA 98058
750000.0,3.0,2.75,2520,1.0,0,1360,1160,2806 13th Ave W,Seattle,WA 98119
630000.0,3.0,2.5,2680,2.0,0,2680,0,25339 SE 248th St,Ravensdale,WA 98051
758000.0,4.0,2.75,2410,1.0,0,1780,630,10627 NE 45th St,Kirkland,WA 98033
248500.0,4.0,1.75,1720,1.0,0,1720,0,16635 SE 268th St,Covington,WA 98042
310000.0,3.0,1.75,2070,1.0,0,1420,650,19654 116th Ave SE,Kent,WA 98031
460000.0,3.0,2.0,1760,2.0,0,1760,0,5003 159th Ct NE,Redmond,WA 98052
675000.0,3.0,1.75,1680,1.0,0,1680,0,4 128th Ave SE,Bellevue,WA 98005
526000.0,2.0,2.0,1550,1.5,0,1550,0,3845 Whitman Ave N,Seattle,WA 98103
560000.0,3.0,3.0,4120,2.0,2,3180,940,32223 NE 88th St,Carnation,WA 98014
415000.0,4.0,3.0,1830,2.0,0,1830,0,15204 88th Ave NE,Bothell,WA 98028
246000.0,3.0,1.0,1400,1.0,0,1400,0,624 SW 137th St,Burien,WA 98166
314500.0,3.0,1.75,1870,1.0,0,1870,0,29645 10th Pl S,Federal Way,WA 98003
420000.0,2.0,1.5,1040,1.5,0,1040,0,1713 22nd Ave S,Seattle,WA 98144
535000.0,3.0,1.75,2720,1.5,0,2720,0,33331 NE Lake Joy Rd,Carnation,WA 98014
350000.0,3.0,1.0,1010,1.0,0,1010,0,9703 130th Ave NE,Kirkland,WA 98033
515000.0,3.0,1.75,1580,1.0,1,1210,370,234 W Lake Sammamish Pkwy SE,Bellevue,WA 98008
749950.0,4.0,2.75,2600,2.0,0,1960,640,4140 53rd Ave SW,Seattle,WA 98116
230000.0,3.0,2.5,1920,2.0,0,1920,0,206 Oakesdale Ave SW,Renton,WA 98057
568000.0,3.0,2.0,2350,1.5,0,1780,570,5531 Seward Park Ave S,Seattle,WA 98118
250000.0,1.0,1.0,1100,1.0,0,820,280,232 SW 154th St,Burien,WA 98166
581000.0,4.0,2.0,2510,1.0,0,1280,1230,11105 126th Ave NE,Kirkland,WA 98033
651000.0,3.0,2.5,3240,2.0,0,3240,0,18611 SE 307th Ln,Kent,WA 98042
600000.0,3.0,2.5,2460,1.0,0,1860,600,25525 SE 133rd St,Issaquah,WA 98027
500000.0,2.0,1.0,1010,1.5,0,1010,0,331 22nd Ave E,Seattle,WA 98112
475000.0,2.0,1.0,820,1.0,0,820,0,4602 Woodlawn Ave N,Seattle,WA 98103
352000.0,5.0,2.5,2420,1.0,2,1620,800,3723 S Chicago St,Seattle,WA 98118
420000.0,3.0,2.25,1770,2.0,0,1770,0,12921 79th Pl NE,Kirkland,WA 98034
428000.0,2.0,2.0,1350,1.0,0,1350,0,232nd Way,Redmond,WA 98053
599000.0,3.0,1.75,1960,1.0,0,1090,870,6253-6299 15th Ave NE,Seattle,WA 98115
492000.0,4.0,2.5,3305,1.5,0,2245,1060,1718 N 175th St,Shoreline,WA 98133
630000.0,2.0,2.25,2550,1.0,0,1720,830,1225 N 41st Pl,Renton,WA 98056
900000.0,5.0,3.75,4130,2.0,0,3170,960,12809-12907 206th Ave NE,Woodinville,WA 98077
1110000.0,4.0,1.5,2310,1.0,0,1890,420,9724 NE 14th St,Clyde Hill,WA 98004
575000.0,4.0,2.0,1650,1.0,0,1650,0,6708 14th Ave NW,Seattle,WA 98117
705000.0,4.0,2.5,2650,1.5,0,1520,1130,1902 45th Ave SW,Seattle,WA 98116
940000.0,4.0,2.25,1890,1.0,1,1470,420,1234 22nd Ave E,Seattle,WA 98112
313000.0,3.0,1.75,2190,1.0,0,2190,0,32631 39th Ave SW,Federal Way,WA 98023
618080.0,3.0,2.5,2030,2.0,0,2030,0,4421-4564 186th Ave SE,Issaquah,WA 98027
640000.0,3.0,3.0,2270,2.0,0,2130,140,1200 N 27th Pl,Renton,WA 98056
485000.0,3.0,2.0,1610,1.0,0,1010,600,4313 SW Willow St,Seattle,WA 98136
300000.0,2.0,1.0,760,1.0,0,760,0,1761 17th Ave S,Seattle,WA 98144
379500.0,2.0,1.0,1640,1.0,0,840,800,3301-3389 289th Ave NE,Redmond,WA 98053
339950.0,3.0,2.25,1630,2.0,0,1630,0,19501 135th Ave SE,Renton,WA 98058
1500000.0,6.0,2.5,3560,2.5,0,3560,0,903 22nd Ave E,Seattle,WA 98112
1340000.0,3.0,3.0,2960,2.0,2,2440,520,3529 W Howe St,Seattle,WA 98199
500000.0,3.0,2.5,1940,1.0,0,1940,0,20821 SE 135th St,Issaquah,WA 98027
239900.0,3.0,2.0,1410,1.0,0,1410,0,11907 SE 261st Pl,Kent,WA 98030
314950.0,3.0,1.0,1040,1.0,0,1040,0,18227 SE 135th St,Renton,WA 98059
